"1",1.79699499594858,1,0.005,286,94.005,94
"2",2.36496329508029,1,0.005,361,50.003,50
"3",2.84277579312017,1,0.005,482,26.007,26
"1",1.05902574385638,1,0.005,67,244.453,244
"2",0.718410937084819,1,0.005,181,354.967,355
"3",0.572715595016842,1,0.005,90,433.084,433
"1",0.397570517667609,1,0.005,366,703.002,703
"2",0.26574989234457,1,0.005,496,936.962,937
"3",0.657771910525084,1,0.005,458,376.767,377
"1",0.374013951372312,1,0.005,292,704.39,704
"2",2.12393327570314,1,0.005,390,59.001,59
"3",2.47343138070112,1,0.005,151,101.006,101
"1",1.27323028147007,1,0.005,488,106.531,107
"2",2.33366523440349,1,0.005,150,98.923,99
"3",1.28876457435448,1,0.005,328,126.006,126
"1",1.22528168718533,1,0.005,386,132.003,132
"2",2.00253717560713,1,0.005,85,125.613,126
"3",2.05979242388939,1,0.005,483,48.005,48
"1",2.20612982940139,1,0.005,360,53.004,53
"2",2.03950711425194,1,0.005,139,106.003,106
"3",2.52352587840569,1,0.005,21,106.85,107
"1",1.47624089572873,1,0.005,40,186.455,186
"2",0.0297810169830176,1,0.005,9,286.531,287
"3",1.00591095824202,1,0.005,131,258.342,258
"1",2.84967146330673,1,0.005,376,42.002,42
"2",2.12291703874297,1,0.005,202,85.875,86
"3",2.34619684413187,1,0.005,329,60.364,60
"1",1.8489673642876,1,0.005,432,84.008,84
"2",2.86895110684327,1,0.005,403,35.001,35
"3",2.92861439657468,1,0.005,317,36.003,36
"1",0.801567522643685,1,0.005,270,322.764,323
"2",0.868276423667133,1,0.005,46,282.897,283
"3",2.34636383720226,1,0.005,205,74.009,74
"1",2.91787012911368,1,0.005,287,51.005,51
"2",2.82056986849861,1,0.005,423,42.005,42
"3",1.4033662135078,1,0.005,21,172.878,173
"1",1.27926769093023,1,0.005,17,184.707,185
"2",0.0955848546105635,1,0.005,46,518.97,519
"3",2.40359211039743,1,0.005,143,85.711,86
"1",0.619433803133605,1,0.005,2,21.874,19
"2",0.895357273387806,1,0.005,220,281.931,282
