"1",1.79699499594858,1,0.005,286,2.554,2
"2",2.36496329508029,1,0.005,361,1.766,2
"3",2.84277579312017,1,0.005,482,4.369,5
"1",1.05902574385638,1,0.005,67,3.599,4
"2",0.718410937084819,1,0.005,181,5.275,5
"3",0.572715595016842,1,0.005,90,5.926,6
"1",0.397570517667609,1,0.005,366,3.786,3
"2",0.26574989234457,1,0.005,496,4.144,3
"3",0.657771910525084,1,0.005,458,6.238,7
"1",0.374013951372312,1,0.005,292,3.374,3
"2",2.12393327570314,1,0.005,390,3.938,4
"3",2.47343138070112,1,0.005,151,5.458,5
"1",1.27323028147007,1,0.005,488,4.077,4
"2",2.33366523440349,1,0.005,150,4.055,4
"3",1.28876457435448,1,0.005,328,4.941,6
"1",1.22528168718533,1,0.005,386,4.219,3
"2",2.00253717560713,1,0.005,85,7.969,8
"3",2.05979242388939,1,0.005,483,4.066,4
"1",2.20612982940139,1,0.005,360,1.795,2
"2",2.03950711425194,1,0.005,139,5.651,5
"3",2.52352587840569,1,0.005,21,7.145,7
"1",1.47624089572873,1,0.005,40,6.124,7
"2",0.0297810169830176,1,0.005,9,4.361,4
"3",1.00591095824202,1,0.005,131,4.156,3
"1",2.84967146330673,1,0.005,376,4.971,5
"2",2.12291703874297,1,0.005,202,5.203,5
"3",2.34619684413187,1,0.005,329,5.445,5
"1",1.8489673642876,1,0.005,432,8.369,9
"2",2.86895110684327,1,0.005,403,5.844,6
"3",2.92861439657468,1,0.005,317,8.792,9
"1",0.801567522643685,1,0.005,270,5.481,5
"2",0.868276423667133,1,0.005,46,4.749,4
"3",2.34636383720226,1,0.005,205,3.403,2
"1",2.91787012911368,1,0.005,287,4.347,4
"2",2.82056986849861,1,0.005,423,2.823,2
"3",1.4033662135078,1,0.005,21,4.738,5
"1",1.27926769093023,1,0.005,17,4.995,5
"2",0.0955848546105635,1,0.005,46,4.25,4
"3",2.40359211039743,1,0.005,143,6.811,6
"1",0.619433803133605,1,0.005,2,5.026,5
"2",0.895357273387806,1,0.005,220,5.882,6
"3",0.246429211454589,1,0.005,127,5.341,5
"1",2.36756294046283,1,0.005,55,7.243,8
"2",2.84468377694559,1,0.005,214,4.289,4
"3",1.85193630683316,1,0.005,61,5.474,5
"1",0.923485503482652,1,0.005,346,5.234,6
"2",0.295473603976908,1,0.005,144,5.088,7
"3",2.51864350321191,1,0.005,327,7.342,8
"1",0.724953995162261,1,0.005,37,6.064,6
"2",1.43584246638937,1,0.005,373,6.209,5
"3",2.36551933022009,1,0.005,426,3.684,3
"1",0.283315160134392,1,0.005,360,3.395,3
"2",1.49249473530638,1,0.005,320,4.658,4
"3",1.80604642474382,1,0.005,239,4.391,4
"1",0.545145911740429,1,0.005,273,5.556,4
"2",0.585898364500841,1,0.005,302,5.235,5
"3",2.53847189244131,1,0.005,97,2.634,2
"1",1.26572935654377,1,0.005,102,6.011,6
"2",1.15942334659077,1,0.005,6,5.552,6
"3",1.53888821597923,1,0.005,359,5.268,5
