"1",4000,1.5,55,0.005,1,226.715,227
"2",2000,0,151,0.005,1,800.197,800
"3",2000,1.5,222,0.005,1,198.9965,199
"1",2000,0.4,29,0.005,1,424.724,425
"2",4000,4,310,0.005,1,73.32725,73
"3",4000,4,249,0.005,1,81.98025,82
"1",4000,0.4,119,0.005,1,641.34175,641
"2",4000,0.4,245,0.005,1,760.47825,761
"3",2000,4,113,0.005,1,77.0935,77
"1",4000,0.4,56,0.005,1,545.0825,545
"2",2000,1.5,417,0.005,1,158.004,158
"3",2000,0.4,391,0.005,1,792.613,793
"1",1000,1.5,5,0.005,1,104.583,105
"2",4000,0.4,246,0.005,1,753.5705,753
"3",4000,0.4,254,0.005,1,761.5945,761
"1",4000,0,493,0.005,1,998.796,999
"2",4000,0,480,0.005,1,998.9035,999
"3",2000,1.5,291,0.005,1,179.34,179
"1",4000,0.4,462,0.005,1,842.35125,842
"2",4000,0.4,19,0.005,1,375.65325,376
"3",4000,0.4,434,0.005,1,835.13525,835
"1",1000,0,245,0.005,1,873.128,873
"2",4000,0.4,435,0.005,1,838.27275,838
"3",4000,1.5,101,0.005,1,237.90775,238
"1",1000,0.4,167,0.005,1,624.827,625
"2",2000,1.5,291,0.005,1,179.0255,179
"3",4000,0,345,0.005,1,986.8745,987
"1",2000,0.4,101,0.005,1,593.72,594
"2",4000,0,187,0.005,1,862.3645,862
"3",4000,4,281,0.005,1,81.8985,82
"1",1000,0,420,0.005,1,966.007,966
"2",2000,4,212,0.005,1,61.0085,61
"3",2000,0,346,0.005,1,973.651,974
"1",2000,4,8,0.005,1,71.313,71
"2",1000,4,119,0.005,1,58.434,58
"3",4000,0,150,0.005,1,812.677,813
"1",4000,0,169,0.005,1,843.76425,844
"2",2000,1.5,234,0.005,1,189.005,189
"3",1000,1.5,331,0.005,1,107.003,107
"1",1000,1.5,103,0.005,1,177.038,177
"2",2000,4,163,0.005,1,67.28,67
"3",1000,0.4,166,0.005,1,619.58,620
"1",4000,1.5,243,0.005,1,227.38175,227
"2",4000,1.5,398,0.005,1,235.523,236
"3",4000,1.5,159,0.005,1,225.98125,226
"1",1000,1.5,49,0.005,1,169.207,169
"2",2000,4,497,0.005,1,41.004,41
"3",1000,0,429,0.005,1,971.201,971
"1",2000,0.4,432,0.005,1,787.003,787
"2",4000,4,203,0.005,1,84.04675,84
"3",4000,0,365,0.005,1,992.999,993
"1",2000,4,105,0.005,1,82.4635,83
"2",2000,0,2,0.005,1,24.6625,22
"3",2000,4,373,0.005,1,55.0055,55
"1",4000,0,218,0.005,1,895.69575,896
"2",4000,0.4,266,0.005,1,751.04825,751
"3",4000,4,330,0.005,1,86.9665,87
"1",1000,4,2,0.005,1,8.591,8
"2",4000,4,434,0.005,1,72.59825,73
