"1",1.06261592461279,0.159040238843813,0.005,307,4.681,5
"2",2.12798923743972,0.461320874913073,0.005,118,4.853,5
"3",0.802380656210166,0.353644695979965,0.005,58,4.364,4
"1",2.28998447313569,0.865592667454868,0.005,479,2.927,4
"2",1.07107105223263,0.260279161414391,0.005,77,3.946,4
"3",0.367361002162276,0.277454924210717,0.005,343,7.586,8
"1",1.29269691050684,0.0697305752877373,0.005,421,5.09,5
"2",1.62870860587426,0.176735823584892,0.005,209,3.885,3
"3",2.89456012501988,0.134277339765517,0.005,337,6.607,6
"1",1.67577272611632,0.902718767207198,0.005,462,6.067,6
"2",0.49940174705172,0.550907280069669,0.005,357,4.883,4
"3",2.57042412716132,0.399017568789892,0.005,27,4.96,5
"1",1.83229648203165,0.0635189009402767,0.005,366,5.616,5
"2",1.34848444913986,0.503196660310572,0.005,321,5.861,6
"3",1.78379700108098,0.164033379763132,0.005,399,6.13,6
"1",1.61661468045838,0.491881942189038,0.005,30,4.006,4
"2",2.87961745706457,0.332645786231138,0.005,405,5.875,6
"3",2.5276403649988,0.629543842291345,0.005,79,4.716,4
"1",0.394379855848658,0.473795874981744,0.005,54,6.629,7
"2",1.18131741656128,0.644695535114942,0.005,390,5.028,6
"3",0.908829986110406,0.0672279514651811,0.005,485,5.349,5
"1",2.36501801693968,0.176032460226312,0.005,194,4.806,4
"2",2.82263933129651,0.578083457671133,0.005,246,5.559,6
"3",0.207778084651306,0.0538219822855873,0.005,166,5.816,6
"1",1.74996955760398,0.244298680237657,0.005,136,4.071,4
"2",0.54468785046071,0.235254457493783,0.005,184,6.245,6
"3",1.34493051200431,0.545528724741197,0.005,267,7.281,7
"1",1.8881615079933,0.837007758744094,0.005,138,4.376,5
"2",1.85095177107748,0.297559647829123,0.005,98,4.832,5
"3",2.23750127970409,0.611121426910439,0.005,259,7.893,4
"1",1.12783712339132,0.513842967888909,0.005,456,4.1,4
"2",1.27492911719566,0.695084894166037,0.005,220,5.384,5
"3",1.6316746821477,0.726232835100319,0.005,293,6.783,6
"1",0.888817718752408,0.471041319782056,0.005,436,2.385,2
"2",2.3070749826794,0.222041115194545,0.005,295,4.404,4
"3",2.6133815976995,0.65714706595573,0.005,273,4.45,5
"1",1.98679199572473,0.148347315008251,0.005,390,4.139,4
"2",1.09364985954276,0.437062727036132,0.005,7,5.305,6
"3",2.17415602509146,0.541744634315545,0.005,130,5.794,6
"1",0.145263869652516,0.346041156758952,0.005,393,6.424,6
"2",2.70216216133175,0.245224404993783,0.005,380,5.342,5
"3",2.92598958401908,0.380157929552779,0.005,239,5.923,6
